date,price,symbol,volume
2019-05-23,2340.0000,EXPN,1819496
2019-05-22,2379.0000,EXPN,2329465
2019-05-21,2330.0000,EXPN,4578899
2019-05-20,2301.0000,EXPN,2245364
2019-05-17,2300.0000,EXPN,2254413
2019-05-16,2320.0000,EXPN,3914308
2019-05-15,2239.0000,EXPN,3315165
2019-05-14,2209.0000,EXPN,1697966
2019-05-13,2174.0000,EXPN,1186138
2019-05-10,2183.0000,EXPN,1034844
2019-05-09,2175.0000,EXPN,3543355
2019-05-08,2196.0000,EXPN,1498917
2019-05-07,2181.0000,EXPN,1560799
2019-05-03,2216.0000,EXPN,1081902
2019-05-02,2202.0000,EXPN,1220134
2019-05-01,2215.0000,EXPN,374386
2019-04-30,2225.0000,EXPN,1666164
2019-04-29,2236.0000,EXPN,1255793
2019-04-26,2247.0000,EXPN,1558445
2019-04-25,2235.0000,EXPN,2502395
2019-04-24,2234.0000,EXPN,1687122
2019-04-23,2214.0000,EXPN,1562647
2019-04-18,2200.0000,EXPN,1163996
2019-04-17,2160.0000,EXPN,1631167
2019-04-16,2162.0000,EXPN,1316100
2019-04-15,2157.0000,EXPN,1368176
2019-04-12,2192.0000,EXPN,1700897
2019-04-11,2176.0000,EXPN,1803002
2019-04-10,2124.0000,EXPN,1570459
2019-04-09,2115.0000,EXPN,2160091
2019-04-08,2096.0000,EXPN,1236842
2019-04-05,2091.0000,EXPN,1913919
2019-04-04,2090.0000,EXPN,4229945
2019-04-03,2112.0000,EXPN,2302729
2019-04-02,2121.0000,EXPN,1328558
2019-04-01,2094.0000,EXPN,1253757
2019-03-29,2079.0000,EXPN,1815131
2019-03-28,2049.0000,EXPN,1403551
2019-03-27,2025.0000,EXPN,1357173
2019-03-26,2035.0000,EXPN,1645351
2019-03-25,2003.0000,EXPN,1665873
2019-03-22,2029.0000,EXPN,1889778
2019-03-21,2093.0000,EXPN,1610093
2019-03-20,2034.0000,EXPN,1217077
2019-03-19,2041.0000,EXPN,1233742
2019-03-18,2046.0000,EXPN,880426
2019-03-15,2040.0000,EXPN,2718855
2019-03-14,2011.0000,EXPN,2506740
2019-03-13,2030.0000,EXPN,1170790
2019-03-12,2030.0000,EXPN,1438079
2019-03-11,2014.0000,EXPN,1685181
2019-03-08,2020.0000,EXPN,1327347
2019-03-07,2033.0000,EXPN,1341057
2019-03-06,2013.0000,EXPN,977252
2019-03-05,2013.0000,EXPN,1026296
2019-03-04,1999.0000,EXPN,961328
2019-03-01,1970.5000,EXPN,1539335
2019-02-28,1963.5000,EXPN,2559707
2019-02-27,1960.0000,EXPN,1819040
2019-02-26,2009.0000,EXPN,2217188
2019-02-25,2057.0000,EXPN,1309747
2019-02-22,2056.0000,EXPN,1729522
2019-02-21,2038.0000,EXPN,1674982
2019-02-20,2017.0000,EXPN,1222261
2019-02-19,2018.0000,EXPN,1023240
2019-02-18,2031.0000,EXPN,1085441
2019-02-15,2027.0000,EXPN,1910935
2019-02-14,2042.0000,EXPN,2241226
2019-02-13,2022.0000,EXPN,2018336
2019-02-12,2009.0000,EXPN,1599293
2019-02-11,2000.0000,EXPN,1499330
2019-02-08,1978.0000,EXPN,1179652
2019-02-07,1970.5000,EXPN,919730
2019-02-06,1984.5000,EXPN,1429142
2019-02-05,2004.0000,EXPN,1648316
2019-02-04,1969.5000,EXPN,976451
2019-02-01,1954.5000,EXPN,1608546
2019-01-31,1912.0000,EXPN,2079003
2019-01-30,1928.5000,EXPN,2245125
2019-01-29,1930.0000,EXPN,1714498
2019-01-28,1884.0000,EXPN,2034128
2019-01-25,1905.0000,EXPN,2168803
2019-01-24,1922.0000,EXPN,1750676
2019-01-23,1950.0000,EXPN,4602304
2019-01-22,1945.0000,EXPN,1734320
2019-01-21,1957.5000,EXPN,1098672
2019-01-18,1943.5000,EXPN,1881144
2019-01-17,1908.0000,EXPN,2206305
2019-01-16,1874.5000,EXPN,4545782
2019-01-15,1877.5000,EXPN,1844873
2019-01-14,1877.0000,EXPN,1643990
2019-01-11,1912.5000,EXPN,1615580
2019-01-10,1912.5000,EXPN,1283093
2019-01-09,1901.0000,EXPN,1380525
2019-01-08,1887.5000,EXPN,1938863
2019-01-07,1879.5000,EXPN,1178634
2019-01-04,1890.5000,EXPN,2953807
2019-01-03,1850.5000,EXPN,2716773
2019-01-02,1883.5000,EXPN,1657542
2018-12-31,1905.0000,EXPN,744259
2018-12-28,1885.0000,EXPN,1394605
2018-12-27,1843.0000,EXPN,1738390
2018-12-24,1863.0000,EXPN,1145935
2018-12-21,1855.0000,EXPN,4628892
2018-12-20,1863.0000,EXPN,2587956
2018-12-19,1860.5000,EXPN,2183712
2018-12-18,1859.0000,EXPN,1507339
2018-12-17,1874.5000,EXPN,2323172
2018-12-14,1895.5000,EXPN,1843968
2018-12-13,1899.5000,EXPN,1860655
2018-12-12,1901.5000,EXPN,2523802
2018-12-11,1879.0000,EXPN,2450230
2018-12-10,1847.0000,EXPN,3392078
2018-12-07,1862.5000,EXPN,2644210
2018-12-06,1844.0000,EXPN,3157576
2018-12-05,1884.0000,EXPN,2383328
2018-12-04,1948.0000,EXPN,2530987
2018-12-03,1950.0000,EXPN,1872833
2018-11-30,1906.5000,EXPN,3497768
2018-11-29,1897.0000,EXPN,1737309
2018-11-28,1884.5000,EXPN,2231939
2018-11-27,1867.5000,EXPN,5235351
2018-11-26,1870.0000,EXPN,1693337
2018-11-23,1849.5000,EXPN,1259981
2018-11-22,1833.0000,EXPN,1849377
2018-11-21,1828.0000,EXPN,2457568
2018-11-20,1799.0000,EXPN,3137400
2018-11-19,1845.0000,EXPN,2881256
2018-11-16,1879.0000,EXPN,2816829
2018-11-15,1843.5000,EXPN,3760740
2018-11-14,1831.0000,EXPN,2935198
2018-11-13,1873.5000,EXPN,4768096
2018-11-12,1793.0000,EXPN,2772955
2018-11-09,1815.0000,EXPN,3122715
2018-11-08,1820.5000,EXPN,2048744
2018-11-07,1825.0000,EXPN,2548581
2018-11-06,1791.0000,EXPN,2488721
2018-11-05,1772.0000,EXPN,3066295
2018-11-02,1763.0000,EXPN,2444127
2018-11-01,1779.0000,EXPN,2892307
2018-10-31,1802.5000,EXPN,2837035
2018-10-30,1786.0000,EXPN,2029268
2018-10-29,1780.0000,EXPN,2582380
2018-10-26,1752.0000,EXPN,2256600
2018-10-25,1760.0000,EXPN,3870129
2018-10-24,1766.5000,EXPN,3939787
2018-10-23,1750.0000,EXPN,3499568
2018-10-22,1796.5000,EXPN,1958409
2018-10-19,1790.5000,EXPN,2836462
2018-10-18,1784.0000,EXPN,2621708
2018-10-17,1807.5000,EXPN,3565114
2018-10-16,1807.0000,EXPN,4703860
2018-10-15,1733.0000,EXPN,3402846
2018-10-12,1752.0000,EXPN,2841885
2018-10-11,1728.5000,EXPN,4431718
2018-10-10,1765.0000,EXPN,3603896
2018-10-09,1871.0000,EXPN,2844412
2018-10-08,1861.0000,EXPN,2223867
2018-10-05,1895.5000,EXPN,2242476
2018-10-04,1935.5000,EXPN,2960178
2018-10-03,1968.0000,EXPN,2045245
2018-10-02,1967.0000,EXPN,1439484
2018-10-01,1988.5000,EXPN,1675371
2018-09-28,1970.5000,EXPN,2740993
2018-09-27,1973.5000,EXPN,2471070
2018-09-26,1960.0000,EXPN,2558045
2018-09-25,1946.5000,EXPN,1983379
2018-09-24,1944.5000,EXPN,1320879
2018-09-21,1947.0000,EXPN,5070447
2018-09-20,1924.0000,EXPN,2029770
2018-09-19,1907.5000,EXPN,2200675
2018-09-18,1900.0000,EXPN,2376361
2018-09-17,1920.5000,EXPN,2017579
2018-09-14,1945.0000,EXPN,1303565
2018-09-13,1927.5000,EXPN,1249783
2018-09-12,1938.5000,EXPN,2376374
2018-09-11,1932.0000,EXPN,2482596
2018-09-10,1920.0000,EXPN,1907211
2018-09-07,1890.0000,EXPN,2514461
2018-09-06,1882.0000,EXPN,1539493
2018-09-05,1894.0000,EXPN,1931823
2018-09-04,1918.5000,EXPN,1265568
2018-09-03,1932.0000,EXPN,1068921
2018-08-31,1920.0000,EXPN,2208087
2018-08-30,1935.0000,EXPN,1618641
2018-08-29,1942.5000,EXPN,3401675
2018-08-28,1925.0000,EXPN,1639680
2018-08-24,1906.0000,EXPN,1521161
2018-08-23,1908.0000,EXPN,2476754
2018-08-22,1897.0000,EXPN,1813025
2018-08-21,1889.5000,EXPN,1578203
2018-08-20,1900.0000,EXPN,2464553
2018-08-17,1902.0000,EXPN,1163015
2018-08-16,1904.5000,EXPN,2310104
2018-08-15,1880.5000,EXPN,1474073
2018-08-14,1900.0000,EXPN,1314381
2018-08-13,1902.0000,EXPN,1391204
2018-08-10,1901.0000,EXPN,1902675
2018-08-09,1901.5000,EXPN,2576725
2018-08-08,1889.0000,EXPN,2118308
2018-08-07,1867.5000,EXPN,4438729
2018-08-06,1867.0000,EXPN,2400383
2018-08-03,1865.5000,EXPN,3058195
2018-08-02,1847.0000,EXPN,3719058
2018-08-01,1841.5000,EXPN,3138766
2018-07-31,1874.0000,EXPN,2887500
2018-07-30,1885.5000,EXPN,1862617
2018-07-27,1898.5000,EXPN,2241396
2018-07-26,1911.0000,EXPN,1665373
2018-07-25,1907.0000,EXPN,1585770
2018-07-24,1930.0000,EXPN,1671568
2018-07-23,1937.5000,EXPN,1543615
2018-07-20,1932.5000,EXPN,2020056
2018-07-19,1932.5000,EXPN,1427998
2018-07-18,1924.0000,EXPN,1859305
2018-07-17,1908.0000,EXPN,1907116
2018-07-16,1898.0000,EXPN,1685010
2018-07-13,1907.0000,EXPN,3219554
2018-07-12,1920.5000,EXPN,1923550
2018-07-11,1898.5000,EXPN,2167207
2018-07-10,1922.0000,EXPN,3379430
2018-07-09,1907.0000,EXPN,2399343
2018-07-06,1898.5000,EXPN,2656796
2018-07-05,1890.0000,EXPN,2326380
2018-07-04,1868.0000,EXPN,1385515
2018-07-03,1880.5000,EXPN,1796232
2018-07-02,1865.0000,EXPN,2572584
2018-06-29,1874.5000,EXPN,1908955
2018-06-28,1863.5000,EXPN,2717651
2018-06-27,1854.0000,EXPN,3065152
2018-06-26,1828.5000,EXPN,2118826
2018-06-25,1828.5000,EXPN,2183969
2018-06-22,1855.0000,EXPN,1975646
2018-06-21,1825.5000,EXPN,2425524
2018-06-20,1867.5000,EXPN,1722735
2018-06-19,1863.0000,EXPN,1964422
2018-06-18,1878.5000,EXPN,1561734
2018-06-15,1868.5000,EXPN,5137639
2018-06-14,1882.0000,EXPN,4004384
2018-06-13,1873.5000,EXPN,2567709
2018-06-12,1860.0000,EXPN,6209612
2018-06-11,1871.0000,EXPN,3580443
2018-06-08,1883.0000,EXPN,3395431
2018-06-07,1888.5000,EXPN,2622718
2018-06-06,1890.0000,EXPN,1954788
2018-06-05,1879.0000,EXPN,2364698
2018-06-04,1878.0000,EXPN,1896691
2018-06-01,1860.0000,EXPN,6510494
2018-05-31,1841.5000,EXPN,2985890
2018-05-30,1834.5000,EXPN,3361823
2018-05-29,1821.5000,EXPN,3779885
2018-05-25,1860.0000,EXPN,3987771
2018-05-24,1865.5000,EXPN,2906665
2018-05-23,1851.0000,EXPN,4987136
2018-05-22,1850.0000,EXPN,2658903
2018-05-21,1835.0000,EXPN,10347139
2018-05-18,1819.5000,EXPN,3785480
2018-05-17,1804.5000,EXPN,5874658
2018-05-16,1709.0000,EXPN,2838387
2018-05-15,1711.5000,EXPN,5098092
2018-05-14,1715.0000,EXPN,2752836
2018-05-11,1736.0000,EXPN,2284007
2018-05-10,1758.0000,EXPN,2090431
2018-05-09,1738.0000,EXPN,3476031
2018-05-08,1718.5000,EXPN,4569479
2018-05-04,1705.0000,EXPN,3038183
2018-05-03,1689.0000,EXPN,2009681
2018-05-02,1689.0000,EXPN,3699888
2018-05-01,1691.0000,EXPN,3869834
2018-04-30,1667.0000,EXPN,2098999
2018-04-27,1668.0000,EXPN,1700554
2018-04-26,1635.0000,EXPN,2144730
2018-04-25,1621.5000,EXPN,2566717
2018-04-24,1630.0000,EXPN,3214606
2018-04-23,1640.0000,EXPN,2971997
2018-04-20,1606.5000,EXPN,2313267
2018-04-19,1575.0000,EXPN,3628147
2018-04-18,1570.5000,EXPN,1899597
2018-04-17,1554.0000,EXPN,2211158
2018-04-16,1550.0000,EXPN,2358923
2018-04-13,1549.5000,EXPN,1549126
2018-04-12,1545.0000,EXPN,1559972
2018-04-11,1552.5000,EXPN,2708374
2018-04-10,1568.5000,EXPN,2301582
2018-04-09,1541.0000,EXPN,1673096
2018-04-06,1534.5000,EXPN,2234702
2018-04-05,1544.5000,EXPN,3234961
2018-04-04,1508.0000,EXPN,3556125
2018-04-03,1522.0000,EXPN,3492147
2018-03-29,1537.5000,EXPN,2932320
2018-03-28,1544.5000,EXPN,2394734
2018-03-27,1545.5000,EXPN,1692701
2018-03-26,1512.5000,EXPN,1899455
2018-03-23,1540.5000,EXPN,1557374
2018-03-22,1559.0000,EXPN,2402269
2018-03-21,1592.5000,EXPN,2396916
2018-03-20,1610.5000,EXPN,2145994
2018-03-19,1601.0000,EXPN,1647551
2018-03-16,1605.0000,EXPN,4237201
2018-03-15,1610.5000,EXPN,2357492
2018-03-14,1584.0000,EXPN,2654991
2018-03-13,1588.5000,EXPN,2620081
2018-03-12,1596.0000,EXPN,2294681
2018-03-09,1580.5000,EXPN,1824679
2018-03-08,1563.0000,EXPN,1234550
2018-03-07,1540.0000,EXPN,1721920
2018-03-06,1522.5000,EXPN,2731752
2018-03-05,1516.0000,EXPN,2115546
2018-03-02,1520.5000,EXPN,2019158
2018-03-01,1534.0000,EXPN,1904355
2018-02-28,1556.0000,EXPN,2045432
2018-02-27,1557.5000,EXPN,1582074
2018-02-26,1575.0000,EXPN,1518710
2018-02-23,1563.0000,EXPN,1325150
2018-02-22,1563.5000,EXPN,3248231
2018-02-21,1576.5000,EXPN,1614354
2018-02-20,1559.0000,EXPN,1249227
2018-02-19,1539.5000,EXPN,1159217
2018-02-16,1557.0000,EXPN,1459217
2018-02-15,1546.5000,EXPN,1564275
2018-02-14,1528.0000,EXPN,2328568
2018-02-13,1518.0000,EXPN,1708580
2018-02-12,1531.5000,EXPN,1476146
2018-02-09,1517.0000,EXPN,2554992
2018-02-08,1534.0000,EXPN,2275213
2018-02-07,1568.5000,EXPN,3631228
2018-02-06,1528.0000,EXPN,5281138
2018-02-05,1578.5000,EXPN,2048871
2018-02-02,1596.0000,EXPN,1921508
2018-02-01,1604.0000,EXPN,1742570
2018-01-31,1623.0000,EXPN,2156935
2018-01-30,1630.5000,EXPN,1535562
2018-01-29,1638.5000,EXPN,1470076
2018-01-26,1639.0000,EXPN,3418496
2018-01-25,1618.0000,EXPN,2448488
2018-01-24,1631.5000,EXPN,2069989
2018-01-23,1648.5000,EXPN,1926406
2018-01-22,1652.0000,EXPN,1957728
2018-01-19,1668.0000,EXPN,2153970
2018-01-18,1645.5000,EXPN,3098838
2018-01-17,1662.0000,EXPN,2045834
2018-01-16,1664.5000,EXPN,2448317
2018-01-15,1662.5000,EXPN,1930404
2018-01-12,1676.5000,EXPN,2574994
2018-01-11,1666.0000,EXPN,2292324
2018-01-10,1676.5000,EXPN,8247989
2018-01-09,1670.0000,EXPN,4247424
2018-01-08,1650.0000,EXPN,9079436
2018-01-05,1649.0000,EXPN,2635922
2018-01-04,1636.0000,EXPN,2929154
2018-01-03,1635.5000,EXPN,3421890
2018-01-02,1599.5000,EXPN,2047818
2017-12-29,1636.0000,EXPN,1392891
2017-12-28,1619.0000,EXPN,1275104
2017-12-27,1622.0000,EXPN,1936036
2017-12-22,1597.0000,EXPN,549016
2017-12-21,1607.0000,EXPN,1507184
2017-12-20,1594.0000,EXPN,1500806
2017-12-19,1593.0000,EXPN,1243376
2017-12-18,1598.0000,EXPN,2073657
2017-12-15,1601.0000,EXPN,3306061
2017-12-14,1586.0000,EXPN,1820376
2017-12-13,1601.9600,EXPN,3368667
2017-12-12,1604.0000,EXPN,4304899
2017-12-11,1565.0000,EXPN,2766277
2017-12-08,1573.0000,EXPN,2915491
2017-12-07,1557.0000,EXPN,2750467
2017-12-06,1551.0000,EXPN,2581746
2017-12-05,1541.0000,EXPN,2793252
2017-12-04,1538.0000,EXPN,2019924
2017-12-01,1527.0000,EXPN,2655852
2017-11-30,1538.0000,EXPN,3288720
2017-11-29,1558.0000,EXPN,1937307
2017-11-28,1590.0000,EXPN,1475634
2017-11-27,1572.0000,EXPN,2619771
2017-11-24,1578.0000,EXPN,2772395
2017-11-23,1552.0000,EXPN,1525607
2017-11-22,1549.0000,EXPN,2196320
2017-11-21,1550.0000,EXPN,2572298
2017-11-20,1555.0000,EXPN,1925241
2017-11-17,1558.0000,EXPN,2958934
2017-11-16,1547.0000,EXPN,4007245
2017-11-15,1584.0000,EXPN,3117572
2017-11-14,1608.0000,EXPN,2306507
2017-11-13,1623.0000,EXPN,1891140
2017-11-10,1634.0000,EXPN,2120932
2017-11-09,1629.0000,EXPN,2290239
2017-11-08,1618.0000,EXPN,2157217
2017-11-07,1609.0000,EXPN,2099169
2017-11-06,1612.0000,EXPN,1748143
2017-11-03,1604.0000,EXPN,1539716
2017-11-02,1579.0000,EXPN,1550372
2017-11-01,1563.0000,EXPN,2136016
2017-10-31,1586.0000,EXPN,1739449
2017-10-30,1586.0000,EXPN,1591335
2017-10-27,1598.0000,EXPN,2427468
2017-10-26,1555.0000,EXPN,2209259
2017-10-25,1540.0000,EXPN,1771369
2017-10-24,1555.0000,EXPN,1922186
2017-10-23,1567.0000,EXPN,987805
2017-10-20,1566.0000,EXPN,1613395
2017-10-19,1562.0000,EXPN,1716820
2017-10-18,1555.0000,EXPN,1098073
2017-10-17,1537.0000,EXPN,1082762
2017-10-16,1544.0000,EXPN,1324067
2017-10-13,1536.0000,EXPN,2139478
2017-10-12,1564.0000,EXPN,1813283
2017-10-11,1551.0000,EXPN,1628437
2017-10-10,1550.0000,EXPN,1314719
2017-10-09,1538.0000,EXPN,1406410
2017-10-06,1544.0000,EXPN,2215216
2017-10-05,1525.0000,EXPN,2436110
2017-10-04,1526.0000,EXPN,1263794
2017-10-03,1516.0000,EXPN,5041281
2017-10-02,1507.0000,EXPN,2208801
2017-09-29,1499.0000,EXPN,1766079
2017-09-28,1501.0000,EXPN,1864719
2017-09-27,1495.0000,EXPN,2248767
2017-09-26,1490.0000,EXPN,2344605
2017-09-25,1485.0000,EXPN,2165605
2017-09-22,1496.0000,EXPN,2659820
2017-09-21,1481.0000,EXPN,1983776
2017-09-20,1482.0000,EXPN,2388373
2017-09-19,1478.0000,EXPN,4563351
2017-09-18,1458.0000,EXPN,3242065
2017-09-15,1446.0000,EXPN,5463819
2017-09-14,1459.0000,EXPN,6349413
2017-09-13,1533.0000,EXPN,2242304
2017-09-12,1521.0000,EXPN,2362603
2017-09-11,1521.0000,EXPN,3032337
2017-09-08,1510.0000,EXPN,3454628
2017-09-07,1520.0000,EXPN,2283102
2017-09-06,1520.0000,EXPN,1508754
2017-09-05,1525.0000,EXPN,1283379
2017-09-04,1538.0000,EXPN,1601687
2017-09-01,1550.0000,EXPN,1642888
2017-08-31,1554.0000,EXPN,1878511
2017-08-30,1524.0000,EXPN,1456729
2017-08-29,1515.0000,EXPN,1857715
2017-08-25,1520.0000,EXPN,1194119
2017-08-24,1525.0000,EXPN,1593714
2017-08-23,1522.0000,EXPN,1132478
2017-08-22,1524.0000,EXPN,1506357
2017-08-21,1514.0000,EXPN,1889431
2017-08-18,1515.0000,EXPN,1203668
2017-08-17,1534.0000,EXPN,1923531
2017-08-16,1529.0000,EXPN,1306873
2017-08-15,1516.0000,EXPN,1624597
2017-08-14,1495.0000,EXPN,2659100
2017-08-11,1517.0000,EXPN,1175085
2017-08-10,1519.0000,EXPN,1430893
2017-08-09,1532.0000,EXPN,1695096
2017-08-08,1531.0000,EXPN,1111754
2017-08-07,1522.0000,EXPN,1422522
2017-08-04,1534.0000,EXPN,1537596
2017-08-03,1527.0000,EXPN,2733760
2017-08-02,1515.0000,EXPN,2250199
2017-08-01,1528.0000,EXPN,2002629
2017-07-31,1507.0000,EXPN,3411113
2017-07-28,1507.0000,EXPN,3520506
2017-07-27,1537.0000,EXPN,2503269
2017-07-26,1519.0000,EXPN,3661603
2017-07-25,1522.0000,EXPN,2665887
2017-07-24,1514.0000,EXPN,3535033
2017-07-21,1517.0000,EXPN,3785438
2017-07-20,1537.0000,EXPN,2734896
2017-07-19,1537.0000,EXPN,3148179
2017-07-18,1532.0000,EXPN,5060812
2017-07-17,1564.0000,EXPN,2721760
2017-07-14,1588.0000,EXPN,4646851
2017-07-13,1589.0000,EXPN,3381141
2017-07-12,1570.0000,EXPN,1886261
2017-07-11,1544.0000,EXPN,2126160
2017-07-10,1573.0000,EXPN,2125454
2017-07-07,1566.0000,EXPN,1439635
2017-07-06,1561.0000,EXPN,1682910
2017-07-05,1575.0000,EXPN,2741076
2017-07-04,1570.0000,EXPN,1859771
2017-07-03,1577.0000,EXPN,1783087
2017-06-30,1575.0000,EXPN,293558
